CurrencyKey,CustomerKey,OrderDateKey,OrderQuantity,ProductKey,SalesAmount,TaxAmt,TotalProductCost,UnitPrice
100,11090,20110807,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11129,20110806,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11171,20110820,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11175,20110828,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11189,20110826,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11191,20110811,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11216,20110815,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11217,20110810,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11224,20110807,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11227,20110803,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11237,20110905,1,350,$3374.99,$269.9992,$1898.0944,$3374.99
100,11245,20110926,1,350,$3374.99,$269.9992,$1898.0944,$3374.99
100,11246,20111003,1,349,$3374.99,$269.9992,$1898.0944,$3374.99
100,11249,20111009,1,347,$3399.99,$271.9992,$1912.1544,$3399.99
100,11252,20110814,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11257,20110824,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11259,20110904,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11261,20110927,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11263,20110829,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11266,20110910,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11267,20110917,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11270,20110910,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11271,20110927,1,314,$3578.27,$286.2616,$2171.2942,$3578.27
100,11272,20110919,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11274,20110829,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11275,20110830,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11278,20110916,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11281,20110913,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11282,20110831,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11286,20110921,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11289,20110908,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11290,20110920,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11291,20110904,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11292,20110915,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11295,20110925,1,313,$3578.27,$286.2616,$2171.2942,$3578.27
100,11296,20110901,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11297,20110926,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11298,20110912,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11299,20110926,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11302,20110906,1,311,$3578.27,$286.2616,$2171.2942,$3578.27
100,11303,20110902,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11307,20110904,1,314,$3578.27,$286.2616,$2171.2942,$3578.27
100,11317,20110901,1,314,$3578.27,$286.2616,$2171.2942,$3578.27
100,11319,20110909,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11323,20110910,1,312,$3578.27,$286.2616,$2171.2942,$3578.27
100,11324,20110926,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11325,20110919,1,310,$3578.27,$286.2616,$2171.2942,$3578.27
100,11326,20110915,1,314,$3578.27,$286.2616,$2171.2942,$3578.27
