CurrencyKey,CustomerKey,OrderDateKey,OrderQuantity,ProductKey,SalesAmount,TaxAmt,TotalProductCost,UnitPrice
100,11012,20131015,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11012,20131015,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11013,20140121,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11013,20140121,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11013,20140121,1,537,$35,$2.8,$13.09,$35
100,11019,20140111,1,483,$120,$9.6,$44.88,$120
100,11019,20140112,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11019,20140112,1,467,$24.49,$1.9592,$9.1593,$24.49
100,11019,20140112,1,530,$4.99,$0.3992,$1.8663,$4.99
100,11023,20140114,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11023,20140114,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11024,20130627,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11024,20130627,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11024,20130627,1,537,$35,$2.8,$13.09,$35
100,11024,20130726,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11024,20130726,1,484,$7.95,$0.636,$2.9733,$7.95
100,11024,20130726,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11042,20131017,1,234,$49.99,$3.9992,$38.4923,$49.99
100,11042,20131017,1,568,$742.35,$59.388,$461.4448,$742.35
100,11043,20130818,1,537,$35,$2.8,$13.09,$35
100,11049,20131029,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11049,20131029,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11051,20140101,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11051,20140101,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11051,20140101,1,535,$24.99,$1.9992,$9.3463,$24.99
100,11065,20140110,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11065,20140110,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11066,20130531,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11066,20130531,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11066,20130531,1,537,$35,$2.8,$13.09,$35
100,11066,20130919,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11066,20130919,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11067,20130818,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11067,20130818,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11067,20140112,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11067,20140112,1,463,$24.49,$1.9592,$9.1593,$24.49
100,11067,20140112,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11067,20140112,1,537,$35,$2.8,$13.09,$35
100,11078,20140128,1,483,$120,$9.6,$44.88,$120
100,11079,20140101,1,535,$24.99,$1.9992,$9.3463,$24.99
100,11082,20131106,1,465,$24.49,$1.9592,$9.1593,$24.49
100,11082,20131106,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11082,20131106,1,479,$8.99,$0.7192,$3.3623,$8.99
100,11082,20131106,1,567,$742.35,$59.388,$461.4448,$742.35
100,11083,20131108,1,572,$742.35,$59.388,$461.4448,$742.35
100,11084,20131121,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11084,20131121,1,479,$8.99,$0.7192,$3.3623,$8.99
100,11084,20131121,1,570,$742.35,$59.388,$461.4448,$742.35
100,11085,20131206,1,217,$34.99,$2.7992,$13.0863,$34.99
100,11085,20131206,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11085,20131206,1,537,$35,$2.8,$13.09,$35
100,11085,20140108,1,228,$49.99,$3.9992,$38.4923,$49.99
100,11085,20140108,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11086,20130702,1,234,$49.99,$3.9992,$38.4923,$49.99
100,11086,20130702,1,529,$3.99,$0.3192,$1.4923,$3.99
100,11086,20131221,1,222,$34.99,$2.7992,$13.0863,$34.99
100,11086,20131221,1,463,$24.49,$1.9592,$9.1593,$24.49
100,11086,20131221,1,528,$4.99,$0.3992,$1.8663,$4.99
100,11086,20131221,1,537,$35,$2.8,$13.09,$35
100,11087,20130809,1,480,$2.29,$0.1832,$0.8565,$2.29
100,11087,20130809,1,537,$35,$2.8,$13.09,$35
100,11088,20131112,1,477,$4.99,$0.3992,$1.8663,$4.99
100,11088,20131112,1,479,$8.99,$0.7192,$3.3623,$8.99
100,11088,20131112,1,491,$53.99,$4.3192,$41.5723,$53.99
100,11088,20131112,1,569,$742.35,$59.388,$461.4448,$742.35
